LLM_MODEL,LANG,TASK_ID,SNIPPET_ID,SAMPLE_ID,EXECUTION_PLUS_BINARY,EXECUTION_PLUS_RATIO,BLEU,ROUGE-L,METEOR,chrF,CodeBLEU,RUBY,CBS_F1,CBS_F3,ICE-Score,ICE-Score w/o r,CJ-BIN,CJ-BIN w/o r,CJ-Score,CJ-Score w/o r,V-BIN,V-BIN w/o r,V-Score,V-Score w/o r
Qwen3-Next-80B,go,34,4,0,1.0,1.0,0.24495547644182764,0.34920634920634924,0.5266409763868065,0.3885815250611377,0.3307245491464842,0.6313645621181263,0.8291658163070679,0.8492838144302368,4.0,3.0,1.0,1.0,0.5,0.5,0.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,4,1,1.0,1.0,0.24495547644182764,0.34920634920634924,0.5266409763868065,0.3885815250611377,0.3307245491464842,0.6313645621181263,0.8291658163070679,0.8492838144302368,4.0,3.0,1.0,1.0,0.5,0.5,0.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,4,2,1.0,1.0,0.24495547644182764,0.34920634920634924,0.5266409763868065,0.3885815250611377,0.3307245491464842,0.6313645621181263,0.8291658163070679,0.8492838144302368,4.0,3.0,1.0,1.0,0.5,0.5,0.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,5,0,0.0,0.9164926931106472,0.2217717504980203,0.2857142857142857,0.4279036175873858,0.33914009321908906,0.27043957262651674,0.6962962962962963,0.8215596675872803,0.825546383857727,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0
Qwen3-Next-80B,go,34,5,1,0.0,0.9164926931106472,0.2217717504980203,0.2857142857142857,0.4279036175873858,0.33914009321908906,0.27043957262651674,0.6962962962962963,0.8215596675872803,0.825546383857727,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0
Qwen3-Next-80B,go,34,5,2,0.0,0.9164926931106472,0.2217717504980203,0.2857142857142857,0.4279036175873858,0.33914009321908906,0.27043957262651674,0.6962962962962963,0.8215596675872803,0.825546383857727,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0
Qwen3-Next-80B,go,34,6,0,0.0,0.9979123173277662,0.23925042146842124,0.41269841269841273,0.47787238023952106,0.35752239004579617,0.25117925146500875,0.6359649122807017,0.835338830947876,0.8480450510978699,3.0,0.0,0.0,0.0,0.95,0.5,0.0,0.0,3.0,0.0
Qwen3-Next-80B,go,34,6,1,0.0,0.9979123173277662,0.23925042146842124,0.41269841269841273,0.47787238023952106,0.35752239004579617,0.25117925146500875,0.6359649122807017,0.835338830947876,0.8480450510978699,3.0,0.0,0.0,0.0,0.95,0.5,0.0,0.0,3.0,0.0
Qwen3-Next-80B,go,34,6,2,0.0,0.9979123173277662,0.23925042146842124,0.41269841269841273,0.47787238023952106,0.35752239004579617,0.25117925146500875,0.6359649122807017,0.835338830947876,0.8480450510978699,3.0,0.0,1.0,0.0,0.95,0.5,0.0,0.0,3.0,0.0
Qwen3-Next-80B,go,34,7,0,0.0,0.10438413361169102,0.3350745788283745,0.39999999999999997,0.6445199791251637,0.43532344899249364,0.2926732640120332,0.6638655462184873,0.8454928398132324,0.8569216132164001,3.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,34,7,1,0.0,0.10438413361169102,0.3350745788283745,0.39999999999999997,0.6445199791251637,0.43532344899249364,0.2926732640120332,0.6638655462184873,0.8454928398132324,0.8569216132164001,3.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,34,7,2,0.0,0.10438413361169102,0.3350745788283745,0.39999999999999997,0.6445199791251637,0.43532344899249364,0.2926732640120332,0.6638655462184873,0.8454928398132324,0.8569216132164001,3.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,34,8,0,1.0,1.0,0.3347835849609639,0.4307692307692308,0.679668970049182,0.4834929543638864,0.3094266318942904,0.6319845857418112,0.8567246198654175,0.8793360590934753,4.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,8,1,1.0,1.0,0.3347835849609639,0.4307692307692308,0.679668970049182,0.4834929543638864,0.3094266318942904,0.6319845857418112,0.8567246198654175,0.8793360590934753,4.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,8,2,1.0,1.0,0.3347835849609639,0.4307692307692308,0.679668970049182,0.4834929543638864,0.3094266318942904,0.6319845857418112,0.8567246198654175,0.8793360590934753,4.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,9,0,1.0,1.0,0.36007969031468656,0.4444444444444445,0.6795512048192771,0.4675714343515006,0.29508301409566395,0.6429980276134121,0.8461318612098694,0.8693849444389343,4.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,9,1,1.0,1.0,0.36007969031468656,0.4444444444444445,0.6795512048192771,0.4675714343515006,0.29508301409566395,0.6429980276134121,0.8461318612098694,0.8693849444389343,4.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,9,2,1.0,1.0,0.36007969031468656,0.4444444444444445,0.6795512048192771,0.4675714343515006,0.29508301409566395,0.6429980276134121,0.8461318612098694,0.8693849444389343,4.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,10,0,1.0,1.0,0.27015944331273917,0.360655737704918,0.5088145896656535,0.40336620802033196,0.28428250703386315,0.6622222222222223,0.8419127464294434,0.857905924320221,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,10,1,1.0,1.0,0.27015944331273917,0.360655737704918,0.5088145896656535,0.40336620802033196,0.28428250703386315,0.6622222222222223,0.8419127464294434,0.857905924320221,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,10,2,1.0,1.0,0.27015944331273917,0.360655737704918,0.5088145896656535,0.40336620802033196,0.28428250703386315,0.6622222222222223,0.8419127464294434,0.857905924320221,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,11,0,1.0,1.0,0.14658906859826903,0.375,0.41578705996734727,0.29840051369202325,0.19931242901115181,0.647450110864745,0.8216559886932373,0.8315240144729614,3.0,3.0,0.0,1.0,0.5,0.5,0.0,0.0,3.0,0.0
Qwen3-Next-80B,go,34,11,1,1.0,1.0,0.14658906859826903,0.375,0.41578705996734727,0.29840051369202325,0.19931242901115181,0.647450110864745,0.8216559886932373,0.8315240144729614,3.0,3.0,0.0,1.0,0.5,0.5,0.0,0.0,3.0,0.0
Qwen3-Next-80B,go,34,11,2,1.0,1.0,0.14658906859826903,0.375,0.41578705996734727,0.29840051369202325,0.19931242901115181,0.647450110864745,0.8216559886932373,0.8315240144729614,3.0,3.0,1.0,1.0,0.5,0.5,0.0,0.0,3.0,0.0
Qwen3-Next-80B,go,34,12,0,1.0,1.0,0.18572054707470648,0.3225806451612903,0.5434675201924729,0.34496937249806103,0.3101851190529291,0.6234309623430963,0.7968758344650269,0.8126735687255859,4.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,12,1,1.0,1.0,0.18572054707470648,0.3225806451612903,0.5434675201924729,0.34496937249806103,0.3101851190529291,0.6234309623430963,0.7968758344650269,0.8126735687255859,4.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,12,2,1.0,1.0,0.18572054707470648,0.3225806451612903,0.5434675201924729,0.34496937249806103,0.3101851190529291,0.6234309623430963,0.7968758344650269,0.8126735687255859,4.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,13,0,1.0,1.0,0.15314153608811812,0.3870967741935484,0.4170263656602454,0.29630159807259393,0.19953714303821263,0.6605922551252847,0.8233255743980408,0.8289819359779358,3.0,3.0,0.0,1.0,0.5,0.5,0.0,0.0,3.0,0.0
Qwen3-Next-80B,go,34,13,1,1.0,1.0,0.15314153608811812,0.3870967741935484,0.4170263656602454,0.29630159807259393,0.19953714303821263,0.6605922551252847,0.8233255743980408,0.8289819359779358,3.0,3.0,0.0,1.0,0.5,0.5,0.0,0.0,3.0,0.0
Qwen3-Next-80B,go,34,13,2,1.0,1.0,0.15314153608811812,0.3870967741935484,0.4170263656602454,0.29630159807259393,0.19953714303821263,0.6605922551252847,0.8233255743980408,0.8289819359779358,3.0,3.0,1.0,1.0,0.5,0.5,0.0,0.0,3.0,0.0
Qwen3-Next-80B,go,34,14,0,1.0,1.0,0.3242253536878073,0.34375000000000006,0.563314760778711,0.4455647493127227,0.38431256117911017,0.6396761133603239,0.8405987024307251,0.8628988862037659,4.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,14,1,1.0,1.0,0.3242253536878073,0.34375000000000006,0.563314760778711,0.4455647493127227,0.38431256117911017,0.6396761133603239,0.8405987024307251,0.8628988862037659,4.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,14,2,1.0,1.0,0.3242253536878073,0.34375000000000006,0.563314760778711,0.4455647493127227,0.38431256117911017,0.6396761133603239,0.8405987024307251,0.8628988862037659,4.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,15,0,1.0,1.0,0.14658906859826903,0.375,0.41578705996734727,0.2993587256437987,0.19931242901115181,0.6482758620689654,0.8247254490852356,0.8315245509147644,3.0,3.0,0.0,1.0,0.5,0.5,0.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,15,1,1.0,1.0,0.14658906859826903,0.375,0.41578705996734727,0.2993587256437987,0.19931242901115181,0.6482758620689654,0.8247254490852356,0.8315245509147644,3.0,3.0,0.0,1.0,0.5,0.5,0.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,15,2,1.0,1.0,0.14658906859826903,0.375,0.41578705996734727,0.2993587256437987,0.19931242901115181,0.6482758620689654,0.8247254490852356,0.8315245509147644,3.0,3.0,1.0,1.0,0.5,0.5,0.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,16,0,1.0,1.0,0.307667853667111,0.34920634920634924,0.6022567975830817,0.4365785849881207,0.3295297945532145,0.6823027718550106,0.8195555806159973,0.8432720899581909,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,16,1,1.0,1.0,0.307667853667111,0.34920634920634924,0.6022567975830817,0.4365785849881207,0.3295297945532145,0.6823027718550106,0.8195555806159973,0.8432720899581909,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,16,2,1.0,1.0,0.307667853667111,0.34920634920634924,0.6022567975830817,0.4365785849881207,0.3295297945532145,0.6823027718550106,0.8195555806159973,0.8432720899581909,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,17,0,0.0,0.8851774530271399,0.2205007998893843,0.2857142857142857,0.42724225187241305,0.33733594908662196,0.27043957262651674,0.6977886977886978,0.8169410824775696,0.8205522298812866,2.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,2.0,0.0
Qwen3-Next-80B,go,34,17,1,0.0,0.8851774530271399,0.2205007998893843,0.2857142857142857,0.42724225187241305,0.33733594908662196,0.27043957262651674,0.6977886977886978,0.8169410824775696,0.8205522298812866,2.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,2.0,0.0
Qwen3-Next-80B,go,34,17,2,0.0,0.8851774530271399,0.2205007998893843,0.2857142857142857,0.42724225187241305,0.33733594908662196,0.27043957262651674,0.6977886977886978,0.8169410824775696,0.8205522298812866,2.0,3.0,1.0,0.0,0.5,0.5,0.0,0.0,2.0,0.0
Qwen3-Next-80B,go,34,18,0,1.0,1.0,0.2696427768365383,0.4333333333333333,0.48459428882396743,0.3800670843675364,0.18437178597942386,0.681592039800995,0.8421445488929749,0.8538973331451416,3.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,2.0,0.0
Qwen3-Next-80B,go,34,18,1,1.0,1.0,0.2696427768365383,0.4333333333333333,0.48459428882396743,0.3800670843675364,0.18437178597942386,0.681592039800995,0.8421445488929749,0.8538973331451416,3.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,2.0,0.0
Qwen3-Next-80B,go,34,18,2,1.0,1.0,0.2696427768365383,0.4333333333333333,0.48459428882396743,0.3800670843675364,0.18437178597942386,0.681592039800995,0.8421445488929749,0.8538973331451416,3.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,2.0,0.0
Qwen3-Next-80B,go,34,19,0,1.0,1.0,0.28549139166621573,0.3728813559322034,0.5103658536585366,0.3954553655644119,0.2857609031398684,0.6445916114790287,0.8434801697731018,0.8596907258033752,4.0,3.0,1.0,1.0,0.5,1.0,0.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,19,1,1.0,1.0,0.28549139166621573,0.3728813559322034,0.5103658536585366,0.3954553655644119,0.2857609031398684,0.6445916114790287,0.8434801697731018,0.8596907258033752,4.0,3.0,1.0,1.0,0.5,1.0,0.0,0.0,4.0,0.0
Qwen3-Next-80B,go,34,19,2,1.0,1.0,0.28549139166621573,0.3728813559322034,0.5103658536585366,0.3954553655644119,0.2857609031398684,0.6445916114790287,0.8434801697731018,0.8596907258033752,4.0,3.0,1.0,1.0,0.5,1.0,0.0,0.0,4.0,0.0
Qwen3-Next-80B,go,35,0,0,1.0,1.0,0.22578429793325308,0.46153846153846156,0.6600070814593834,0.47821347254924385,0.5092943374209752,0.5541125541125541,0.8605309724807739,0.8858690857887268,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,0,1,1.0,1.0,0.22578429793325308,0.46153846153846156,0.6600070814593834,0.47821347254924385,0.5092943374209752,0.5541125541125541,0.8605309724807739,0.8858690857887268,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,0,2,1.0,1.0,0.22578429793325308,0.46153846153846156,0.6600070814593834,0.47821347254924385,0.5092943374209752,0.5541125541125541,0.8605309724807739,0.8858690857887268,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,1,0,1.0,1.0,0.22578429793325308,0.46153846153846156,0.6600070814593834,0.47821347254924385,0.5092943374209752,0.5541125541125541,0.835223913192749,0.8610004186630249,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,4.0,3.0
Qwen3-Next-80B,go,35,1,1,1.0,1.0,0.22578429793325308,0.46153846153846156,0.6600070814593834,0.47821347254924385,0.5092943374209752,0.5541125541125541,0.835223913192749,0.8610004186630249,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,4.0,3.0
Qwen3-Next-80B,go,35,1,2,1.0,1.0,0.22578429793325308,0.46153846153846156,0.6600070814593834,0.47821347254924385,0.5092943374209752,0.5541125541125541,0.835223913192749,0.8610004186630249,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,4.0,3.0
Qwen3-Next-80B,go,35,2,0,1.0,1.0,0.029776653071789873,0.20689655172413793,0.1743970315398887,0.14669518999469755,0.08883604366323247,0.47252747252747246,0.7651505470275879,0.7755999565124512,3.0,3.0,0.0,1.0,0.5,0.5,0.0,0.0,3.0,0.0
Qwen3-Next-80B,go,35,2,1,1.0,1.0,0.029776653071789873,0.20689655172413793,0.1743970315398887,0.14669518999469755,0.08883604366323247,0.47252747252747246,0.7651505470275879,0.7755999565124512,3.0,3.0,0.0,1.0,0.5,0.5,0.0,0.0,3.0,0.0
Qwen3-Next-80B,go,35,2,2,1.0,1.0,0.029776653071789873,0.20689655172413793,0.1743970315398887,0.14669518999469755,0.08883604366323247,0.47252747252747246,0.7651505470275879,0.7755999565124512,3.0,3.0,1.0,1.0,0.5,0.5,0.0,0.0,3.0,0.0
Qwen3-Next-80B,go,35,3,0,1.0,1.0,0.5198296358167424,0.6451612903225806,0.8551587301587301,0.6801025789176144,0.7259214303322896,0.7234042553191489,0.9413139820098877,0.9644010066986084,4.0,4.0,1.0,0.0,1.0,0.95,1.0,0.0,4.0,3.0
Qwen3-Next-80B,go,35,3,1,1.0,1.0,0.5198296358167424,0.6451612903225806,0.8551587301587301,0.6801025789176144,0.7259214303322896,0.7234042553191489,0.9413139820098877,0.9644010066986084,4.0,4.0,1.0,0.0,1.0,0.95,1.0,0.0,4.0,3.0
Qwen3-Next-80B,go,35,3,2,1.0,1.0,0.5198296358167424,0.6451612903225806,0.8551587301587301,0.6801025789176144,0.7259214303322896,0.7234042553191489,0.9413139820098877,0.9644010066986084,4.0,4.0,1.0,0.0,1.0,0.95,1.0,0.0,4.0,3.0
Qwen3-Next-80B,go,35,4,0,1.0,1.0,0.39373567633340023,0.5714285714285714,0.8285274894271434,0.6325086862974412,0.6968990410714497,0.6511627906976745,0.9063675403594971,0.932492196559906,4.0,4.0,1.0,1.0,0.95,0.5,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,4,1,1.0,1.0,0.39373567633340023,0.5714285714285714,0.8285274894271434,0.6325086862974412,0.6968990410714497,0.6511627906976745,0.9063675403594971,0.932492196559906,4.0,4.0,1.0,1.0,0.95,0.5,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,4,2,1.0,1.0,0.39373567633340023,0.5714285714285714,0.8285274894271434,0.6325086862974412,0.6968990410714497,0.6511627906976745,0.9063675403594971,0.932492196559906,4.0,4.0,1.0,1.0,0.95,0.5,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,5,0,1.0,1.0,0.5198296358167424,0.6451612903225806,0.8551587301587301,0.6801025789176144,0.7259214303322896,0.7446808510638299,0.9141063690185547,0.935101330280304,4.0,4.0,1.0,1.0,0.95,0.95,1.0,0.0,4.0,3.0
Qwen3-Next-80B,go,35,5,1,1.0,1.0,0.5198296358167424,0.6451612903225806,0.8551587301587301,0.6801025789176144,0.7259214303322896,0.7446808510638299,0.9141063690185547,0.935101330280304,4.0,4.0,1.0,1.0,0.95,0.95,1.0,0.0,4.0,3.0
Qwen3-Next-80B,go,35,5,2,1.0,1.0,0.5198296358167424,0.6451612903225806,0.8551587301587301,0.6801025789176144,0.7259214303322896,0.7446808510638299,0.9141063690185547,0.935101330280304,4.0,4.0,1.0,1.0,0.95,0.95,1.0,0.0,4.0,3.0
Qwen3-Next-80B,go,35,6,0,1.0,1.0,0.39373567633340023,0.5714285714285714,0.8285274894271434,0.6325086862974412,0.6968990410714497,0.6511627906976745,0.8732139468193054,0.8933601975440979,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,6,1,1.0,1.0,0.39373567633340023,0.5714285714285714,0.8285274894271434,0.6325086862974412,0.6968990410714497,0.6511627906976745,0.8732139468193054,0.8933601975440979,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,6,2,1.0,1.0,0.39373567633340023,0.5714285714285714,0.8285274894271434,0.6325086862974412,0.6968990410714497,0.6511627906976745,0.8732139468193054,0.8933601975440979,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,7,0,0.0,0.8404255319148937,0.13301506217521591,0.32432432432432434,0.6236819727891155,0.3622162211998863,0.3467297964624583,0.5093632958801498,0.8131260871887207,0.8492979407310486,3.0,3.0,0.0,0.0,0.95,0.95,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,7,1,0.0,0.8404255319148937,0.13301506217521591,0.32432432432432434,0.6236819727891155,0.3622162211998863,0.3467297964624583,0.5093632958801498,0.8131260871887207,0.8492979407310486,3.0,3.0,0.0,0.0,0.95,0.95,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,7,2,0.0,0.8404255319148937,0.13301506217521591,0.32432432432432434,0.6236819727891155,0.3622162211998863,0.3467297964624583,0.5093632958801498,0.8131260871887207,0.8492979407310486,3.0,3.0,0.0,0.0,0.95,0.95,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,8,0,1.0,1.0,0.22578429793325308,0.46153846153846156,0.6600070814593834,0.47821347254924385,0.5092943374209752,0.5541125541125541,0.8342953324317932,0.8601157069206238,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,4.0,3.0
Qwen3-Next-80B,go,35,8,1,1.0,1.0,0.22578429793325308,0.46153846153846156,0.6600070814593834,0.47821347254924385,0.5092943374209752,0.5541125541125541,0.8342953324317932,0.8601157069206238,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,4.0,3.0
Qwen3-Next-80B,go,35,8,2,1.0,1.0,0.22578429793325308,0.46153846153846156,0.6600070814593834,0.47821347254924385,0.5092943374209752,0.5541125541125541,0.8342953324317932,0.8601157069206238,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,4.0,3.0
Qwen3-Next-80B,go,35,9,0,1.0,1.0,0.5198296358167424,0.6451612903225806,0.8551587301587301,0.6801025789176144,0.7259214303322896,0.7234042553191489,0.9131737947463989,0.9340401291847229,4.0,4.0,1.0,0.0,0.95,0.95,1.0,0.0,4.0,3.0
Qwen3-Next-80B,go,35,9,1,1.0,1.0,0.5198296358167424,0.6451612903225806,0.8551587301587301,0.6801025789176144,0.7259214303322896,0.7234042553191489,0.9131737947463989,0.9340401291847229,4.0,4.0,1.0,0.0,0.95,0.95,1.0,0.0,4.0,3.0
Qwen3-Next-80B,go,35,9,2,1.0,1.0,0.5198296358167424,0.6451612903225806,0.8551587301587301,0.6801025789176144,0.7259214303322896,0.7234042553191489,0.9131737947463989,0.9340401291847229,4.0,4.0,1.0,0.0,0.95,0.95,1.0,0.0,4.0,3.0
Qwen3-Next-80B,go,35,10,0,1.0,1.0,0.2784166988570007,0.5142857142857142,0.680349765476967,0.5103460471744307,0.5276012331579354,0.5882352941176471,0.8857330083847046,0.9115037322044373,4.0,4.0,1.0,0.0,0.95,0.95,1.0,0.0,4.0,3.0
Qwen3-Next-80B,go,35,10,1,1.0,1.0,0.2784166988570007,0.5142857142857142,0.680349765476967,0.5103460471744307,0.5276012331579354,0.5882352941176471,0.8857330083847046,0.9115037322044373,4.0,4.0,1.0,0.0,0.95,0.95,1.0,0.0,4.0,3.0
Qwen3-Next-80B,go,35,10,2,1.0,1.0,0.2784166988570007,0.5142857142857142,0.680349765476967,0.5103460471744307,0.5276012331579354,0.5882352941176471,0.8857330083847046,0.9115037322044373,4.0,4.0,1.0,0.0,0.95,0.95,1.0,0.0,4.0,3.0
Qwen3-Next-80B,go,35,11,0,1.0,1.0,0.39373567633340023,0.5714285714285714,0.8285274894271434,0.6325086862974412,0.6968990410714497,0.6511627906976745,0.8663455843925476,0.8824416399002075,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,11,1,1.0,1.0,0.39373567633340023,0.5714285714285714,0.8285274894271434,0.6325086862974412,0.6968990410714497,0.6511627906976745,0.8663455843925476,0.8824416399002075,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,11,2,1.0,1.0,0.39373567633340023,0.5714285714285714,0.8285274894271434,0.6325086862974412,0.6968990410714497,0.6511627906976745,0.8663455843925476,0.8824416399002075,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,12,0,1.0,1.0,0.39373567633340023,0.5714285714285714,0.8285274894271434,0.6325086862974412,0.6968990410714497,0.6511627906976745,0.8724554181098938,0.8924436569213867,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,12,1,1.0,1.0,0.39373567633340023,0.5714285714285714,0.8285274894271434,0.6325086862974412,0.6968990410714497,0.6511627906976745,0.8724554181098938,0.8924436569213867,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,12,2,1.0,1.0,0.39373567633340023,0.5714285714285714,0.8285274894271434,0.6325086862974412,0.6968990410714497,0.6511627906976745,0.8724554181098938,0.8924436569213867,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,13,0,1.0,1.0,0.39373567633340023,0.5714285714285714,0.8285274894271434,0.6325086862974412,0.6968990410714497,0.6511627906976745,0.8661254644393921,0.8823858499526978,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,13,1,1.0,1.0,0.39373567633340023,0.5714285714285714,0.8285274894271434,0.6325086862974412,0.6968990410714497,0.6511627906976745,0.8661254644393921,0.8823858499526978,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,13,2,1.0,1.0,0.39373567633340023,0.5714285714285714,0.8285274894271434,0.6325086862974412,0.6968990410714497,0.6511627906976745,0.8661254644393921,0.8823858499526978,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,14,0,1.0,1.0,0.22578429793325308,0.46153846153846156,0.6600070814593834,0.47821347254924385,0.5092943374209752,0.5541125541125541,0.8310624361038208,0.8538579940795898,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,4.0,4.0
Qwen3-Next-80B,go,35,14,1,1.0,1.0,0.22578429793325308,0.46153846153846156,0.6600070814593834,0.47821347254924385,0.5092943374209752,0.5541125541125541,0.8310624361038208,0.8538579940795898,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,4.0,4.0
Qwen3-Next-80B,go,35,14,2,1.0,1.0,0.22578429793325308,0.46153846153846156,0.6600070814593834,0.47821347254924385,0.5092943374209752,0.5541125541125541,0.8310624361038208,0.8538579940795898,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,4.0,4.0
Qwen3-Next-80B,go,35,15,0,1.0,1.0,0.39373567633340023,0.5714285714285714,0.8285274894271434,0.6325086862974412,0.6968990410714497,0.6511627906976745,0.8716660737991333,0.8915577530860901,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,15,1,1.0,1.0,0.39373567633340023,0.5714285714285714,0.8285274894271434,0.6325086862974412,0.6968990410714497,0.6511627906976745,0.8716660737991333,0.8915577530860901,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,35,15,2,1.0,1.0,0.39373567633340023,0.5714285714285714,0.8285274894271434,0.6325086862974412,0.6968990410714497,0.6511627906976745,0.8716660737991333,0.8915577530860901,4.0,4.0,1.0,1.0,0.95,0.95,0.0,0.0,3.0,3.0
Qwen3-Next-80B,go,36,0,0,1.0,1.0,0.2415598391369577,0.3939393939393939,0.2981692886534959,0.2537972416952123,0.326513297241529,0.5419354838709678,0.8524999618530273,0.8351286053657532,3.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,3.0,0.0
Qwen3-Next-80B,go,36,0,1,1.0,1.0,0.2415598391369577,0.3939393939393939,0.2981692886534959,0.2537972416952123,0.326513297241529,0.5419354838709678,0.8524999618530273,0.8351286053657532,3.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,3.0,0.0
